
topic 0 words: ,god, teacher, easi, cla, preti, nice, over, super, learn, chil, decent, like, funi, actuali, anyth
topic 0 coefs: ,0.11121446, 0.108837515, 0.10866459, 0.10270782, 0.089730926, 0.03598726, 0.030128382, 0.021148238, 0.020403415, 0.015231049, 0.0102856485, 0.009637741, 0.008812372, 0.0087721, 0.008688109
topic 1 words: ,give, test, homework, hard, pay_atent, studi, quiz, teacher, god, hw, nice, cla, al, wil, asign
topic 1 coefs: ,0.14732322, 0.09629588, 0.0835766, 0.044795085, 0.03736815, 0.034121033, 0.028568294, 0.028072467, 0.022481892, 0.020569189, 0.019121716, 0.01575473, 0.014888484, 0.013802646, 0.013797488
topic 2 words: ,talk, know, person, like, sem, teacher, nice, teach, god, kind, cla, time, life, learn, stuf
topic 2 coefs: ,0.09212264, 0.06595948, 0.061779495, 0.039002825, 0.034171224, 0.0335356, 0.032914247, 0.027054075, 0.024873987, 0.024531053, 0.023378255, 0.016627757, 0.015468564, 0.014368192, 0.013552817
topic 3 words: ,bore, cla, ok, nice, anoy, lectur, control, time, alright, talk, gue, hear, al, loud, like
topic 3 coefs: ,0.12220408, 0.10771615, 0.07610762, 0.028295815, 0.024126297, 0.023862302, 0.020786563, 0.020372696, 0.020329777, 0.01907253, 0.014794579, 0.014230899, 0.013966353, 0.012987077, 0.012759231
topic 4 words: ,sometim, teacher, mean, god, funi, litl, time, nice, joke, strict, laugh, think, like, okay, yel
topic 4 coefs: ,0.12622458, 0.0632402, 0.05277126, 0.052292947, 0.043805588, 0.04231328, 0.04049607, 0.033579256, 0.029458435, 0.023694279, 0.016171927, 0.01610045, 0.016076371, 0.015668752, 0.014578631
topic 5 words: ,love, teacher, cla, best, mi, amaz, taught, learn, last, hilari, al, ben, rememb, stil, year
topic 5 coefs: ,0.114030264, 0.07006639, 0.059859022, 0.04905172, 0.022451298, 0.019827958, 0.019120472, 0.015968915, 0.01530316, 0.014954367, 0.014567805, 0.014076998, 0.013542282, 0.012974813, 0.012801959
topic 6 words: ,favorit, awesom, teacher, play, rock, best, friend, like, alway, funi, greatest, colest, game, nice, stil
topic 6 coefs: ,0.15386382, 0.11721629, 0.104428925, 0.050949898, 0.020545952, 0.018389462, 0.015802005, 0.015610213, 0.015428047, 0.014570518, 0.014034149, 0.013527514, 0.01327463, 0.012743609, 0.0118871005
topic 7 words: ,great, teacher, spanish, person, learn, cla, swet, speak, best, nicest, teach, languag, over, time, funi
topic 7 coefs: ,0.2818529, 0.16754918, 0.048528086, 0.035241622, 0.03053238, 0.029089855, 0.017966492, 0.0158614, 0.015784528, 0.015694436, 0.014065388, 0.013111901, 0.010917383, 0.009496985, 0.008874217
topic 8 words: ,otherwis, late, half, second, pick_favorit, forget, true, time, pleas, someon, everi, yele, cale, schol, son
topic 8 coefs: ,0.034518447, 0.026073907, 0.024437273, 0.021322453, 0.019258525, 0.018606724, 0.017591817, 0.014925745, 0.014082921, 0.013881396, 0.013660622, 0.012307898, 0.011847181, 0.011845395, 0.011231733
topic 9 words: ,hard, work, cla, tri, wil, learn, kep, al, time, youl, understand, teacher, god, hardest, pa
topic 9 coefs: ,0.20794213, 0.18530226, 0.09353985, 0.0691558, 0.026860798, 0.020546762, 0.014712603, 0.011937812, 0.011604306, 0.01093935, 0.0107075665, 0.01030738, 0.009739173, 0.009229342, 0.008861556
topic 10 words: ,help, ask, wil, alway, ned, wile, nice, question, answer, ask_question, tri, understand, teacher, extra, schol
topic 10 coefs: ,0.28927314, 0.05651848, 0.04753924, 0.047440488, 0.033454694, 0.030633023, 0.025540862, 0.023066593, 0.019545723, 0.01904744, 0.018063273, 0.017448561, 0.016214326, 0.015720107, 0.013819181
topic 11 words: ,god, side, teacher, job, stay, day, bad, bad_side, wil, coach, watch, al, know, gym, rule
topic 11 coefs: ,0.12661433, 0.05421489, 0.047935866, 0.030612074, 0.025356075, 0.024551384, 0.019843735, 0.01919997, 0.0176355, 0.017486, 0.016011653, 0.015716374, 0.015133751, 0.014870051, 0.013905739
topic 12 words: ,reali, nice, like, funi, ladi, know, teach, person, stuf, get, swet, wel, anoy, super, anyth
topic 12 coefs: ,0.58077115, 0.13046297, 0.03856557, 0.02687309, 0.019319179, 0.01786615, 0.015287036, 0.010654199, 0.009902071, 0.009853799, 0.008499193, 0.007828566, 0.0072780456, 0.006952359, 0.005586091
topic 13 words: ,cla, note, test, time, al, easi, learn, everi, wek, basicali, quiz, like, whole, period, read
topic 13 coefs: ,0.06585813, 0.035694864, 0.034527123, 0.028730778, 0.02868107, 0.020097343, 0.013297403, 0.013027062, 0.0117135905, 0.010046511, 0.009649178, 0.009435666, 0.009342962, 0.009199063, 0.008965865
topic 14 words: ,art, use, told, coleg, comput, head, becom, major, graduat, think, teach, skil, idea, project, sad
topic 14 coefs: ,0.03282517, 0.026775908, 0.026723895, 0.026240062, 0.01677608, 0.016081655, 0.015945757, 0.011670792, 0.010322422, 0.010280737, 0.009898813, 0.009679, 0.009026078, 0.009015954, 0.008879334
topic 15 words: ,student, care, teacher, teach, respect, want, god, best, tri, al, ned, think, time, person, howev
topic 15 coefs: ,0.19618915, 0.058212213, 0.04969786, 0.018436873, 0.01709598, 0.016783364, 0.015970495, 0.013941912, 0.0137190465, 0.010007229, 0.009804755, 0.009473016, 0.008888281, 0.008884145, 0.008357992
topic 16 words: ,grade, got, point, fail, test, cla, wil, turn, even, gave, never, asign, bad, back, end
topic 16 coefs: ,0.16506411, 0.04209442, 0.036571514, 0.02900869, 0.027930686, 0.022012232, 0.019143729, 0.016132742, 0.01596747, 0.012434145, 0.011594379, 0.010744117, 0.010653132, 0.0092690615, 0.009252676
topic 17 words: ,col, math, teacher, preti, lol, like, think, funi, cuz, mad, dude, hey, best, stil, al
topic 17 coefs: ,0.27184182, 0.07448828, 0.053045347, 0.044688903, 0.03148094, 0.027277758, 0.020065492, 0.019623123, 0.01671284, 0.015392583, 0.0149978995, 0.014684419, 0.013542758, 0.013288123, 0.012605348
topic 18 words: ,peopl, say, like, think, hate, bad, know, al, mean, cannot, everyon, nice, actuali, listen, alway
topic 18 coefs: ,0.11450653, 0.10039168, 0.049443528, 0.047681388, 0.04539724, 0.031088965, 0.02520756, 0.021530079, 0.020434938, 0.018128261, 0.017158268, 0.014100326, 0.011923006, 0.011605979, 0.0111994
topic 19 words: ,like, kid, fel, student, teacher, cla, act, treat, opinion, god, cal, bad, rude, felt, make
topic 19 coefs: ,0.12659237, 0.061108083, 0.043720167, 0.04095756, 0.025036734, 0.020747002, 0.018520055, 0.018164998, 0.015299276, 0.014481445, 0.011598181, 0.011454983, 0.010939501, 0.010433886, 0.010098874
topic 20 words: ,english, cla, read, write, honor, esay, asign, bok, clase, paper, improv, discus, expect, ap, gramar
topic 20 coefs: ,0.074355796, 0.0527439, 0.052595966, 0.050740086, 0.038821593, 0.038610477, 0.03560473, 0.03188681, 0.023049653, 0.014854558, 0.011628484, 0.011066891, 0.010294962, 0.009817579, 0.009667648
topic 21 words: ,music, band, play, show, sing, toward, chose, program, practic, choir, song, eat, boy, run, princip
