
topic 8 coefs: ,0.0789959, 0.029855954, 0.027732283, 0.026872355, 0.023619492, 0.020733409, 0.015750172, 0.015273814, 0.013709773, 0.013589151, 0.011734091, 0.011140171, 0.01074436, 0.010244869, 0.0093384525
topic 9 words: ,neds, think, teacher, great, beter, teaching, god, like, job, play, music, kid, know, al, band
topic 9 coefs: ,0.059180047, 0.04858774, 0.035444357, 0.03155722, 0.024672698, 0.024024352, 0.021632403, 0.017841604, 0.016843887, 0.016493095, 0.015499957, 0.013876422, 0.013383879, 0.012913859, 0.012374219
topic 10 words: ,test, hard, clas, easy, on, quiz, grade, study, pa, wil, fail, give, super, god, even
topic 10 coefs: ,0.134206, 0.09060304, 0.07251193, 0.051174793, 0.03808147, 0.027911821, 0.023701241, 0.021779567, 0.019382345, 0.01893095, 0.01643038, 0.014097024, 0.0138915, 0.011598572, 0.011252959
topic 11 words: ,schol, got, told, never, said, gave, time, even, went, first, wanted, run, al, came, back
topic 11 coefs: ,0.048544306, 0.03125472, 0.029684676, 0.025348641, 0.023937056, 0.020151809, 0.017075893, 0.015531801, 0.015243724, 0.014187565, 0.013696287, 0.013275827, 0.012650954, 0.011824791, 0.010933531
topic 12 words: ,favorite, like, hate, kid, teacher, people, clas, pick_favorite, pick, play_favorite, student, love, al, least, on
topic 12 coefs: ,0.074244834, 0.06110926, 0.059537657, 0.043417707, 0.040224783, 0.03190472, 0.028441431, 0.022018295, 0.020234225, 0.019858127, 0.01946928, 0.01842098, 0.017322036, 0.016976845, 0.015167202
topic 13 words: ,student, teacher, care, child, kid, like, parent, respect, schol, al, work, worst, treat, want, rude
topic 13 coefs: ,0.20619422, 0.059693247, 0.052290555, 0.020045577, 0.0158163, 0.014241908, 0.013132953, 0.012637315, 0.011464003, 0.010251025, 0.00830799, 0.008216886, 0.0079505, 0.0074438765, 0.0071906005
topic 14 words: ,seriously, hated, like, name, remember, cals, mean, girl, gym, take, ugh, people, anymore, health, sub
topic 14 coefs: ,0.040000148, 0.038825955, 0.03388845, 0.031996503, 0.023776736, 0.020696403, 0.019636154, 0.01931458, 0.018945908, 0.01807593, 0.015930219, 0.01546217, 0.014490503, 0.013961791, 0.0128948735
topic 15 words: ,knowledge, lack, teach, canot, ability, teaching, fails, simply, basic, method, efective, comunicate, result, clasrom, efort
topic 15 coefs: ,0.053485207, 0.038877983, 0.034902427, 0.025350358, 0.024518691, 0.024094898, 0.020963982, 0.020903278, 0.020251535, 0.014387144, 0.013450741, 0.013007489, 0.012085235, 0.01197317, 0.011721472
topic 16 words: ,grade, on, asignments, paper, point, give, grading, esays, never, got, work, even, writing, project, al
topic 16 coefs: ,0.09794523, 0.04805531, 0.022880573, 0.020459432, 0.017345339, 0.016525256, 0.015380403, 0.015372803, 0.014191915, 0.013586968, 0.013181084, 0.012387436, 0.011482707, 0.011403395, 0.010608539
topic 17 words: ,help, ask, question, answer, wil, ned, ask_question, neded, asked, helpful, answer_question, try, asking, understand, problem
topic 17 coefs: ,0.30177486, 0.08378984, 0.062015176, 0.057135645, 0.045751937, 0.04292148, 0.027421832, 0.020057663, 0.019676065, 0.016671775, 0.015559409, 0.015431536, 0.015349064, 0.013994554, 0.012028821
topic 18 words: ,behavior, concerned, imature, spech, beyond, negative, overly, memory, dosnt, sarcasm, nightmare, partner, move_fast, inside, truth
topic 18 coefs: ,0.02311737, 0.02144495, 0.020639827, 0.019063681, 0.01838716, 0.01812751, 0.015849672, 0.014876948, 0.014487327, 0.014178993, 0.013926504, 0.0131851, 0.013175711, 0.012667864, 0.0123472875
topic 19 words: ,make, funy, joke, fun, sense, mistake, laugh, entertaining, love, stupid, story, sarcastic, fan, brings, laughing
topic 19 coefs: ,0.29513967, 0.10712912, 0.082173474, 0.036955275, 0.0357492, 0.03354952, 0.030805664, 0.011546817, 0.010682367, 0.008786707, 0.00848087, 0.008307743, 0.0076940833, 0.0076406454, 0.006735961
topic 20 words: ,clas, clases, english, ap, honor, colege, history, course, taking, freshman, wil, physic, teacher, level, work
topic 20 coefs: ,0.10851352, 0.045903105, 0.039459363, 0.03807201, 0.033076838, 0.021253597, 0.020869656, 0.016590176, 0.015950942, 0.014836765, 0.014083201, 0.01316459, 0.01293308, 0.01230467, 0.010909475
topic 21 words: ,test, on, note, clas, teach, bok, read, al, textbok, reading, exam, material, question, quiz, learn
topic 21 coefs: ,0.056615587, 0.047301225, 0.033665538, 0.029394386, 0.028776255, 0.02535749, 0.021222057, 0.019709408, 0.0174917, 0.017168, 0.01456315, 0.014231786, 0.011558914, 0.011233933, 0.009303602
topic 22 words: ,give, homework, work, project, on, time, test, hw, al, asignments, asigns, ton, never, check, lot
topic 22 coefs: ,0.17147975, 0.12388083, 0.05746591, 0.028707698, 0.020120159, 0.019666044, 0.019384352, 0.019015899, 0.01514864, 0.014728288, 0.014599642, 0.013735564, 0.012378281, 0.012151242, 0.010558345
topic 23 words: ,anoying, cuz, hear, voice, pl, omg, rating, cannot, song, today, dance, obsesed, loud, sing, term
topic 23 coefs: ,0.06456454, 0.053628698, 0.04865361, 0.042678807, 0.03217004, 0.02837399, 0.02219227, 0.018972982, 0.016441839, 0.016194765, 0.014597797, 0.014109213, 0.0139702475, 0.013627097, 0.013588139
topic 24 words: ,clas, time, on, whole, minute, al, period, day, half, talk, every, talking, late, first, last
topic 24 coefs: ,0.08977672, 0.079295486, 0.048451696, 0.026832836, 0.023795383, 0.022434726, 0.020906506, 0.020709233, 0.020477949, 0.01780355, 0.015964853, 0.015636306, 0.014807369, 0.012642251, 0.011989569
